region,year,crop,target_yield_centner_per_ha,sown_area,gross_harvest
Челябинская область,2012,горох,6.3,8.3,36.88
Челябинская область,2013,горох,7.1,6.59,26.23
Челябинская область,2014,горох,10.3,3.61,30.91
Челябинская область,2015,горох,15.0,4.14,59.99
Челябинская область,2016,горох,15.6,8.9,138.91
Челябинская область,2017,горох,20.4,15.59,318.58
Челябинская область,2018,горох,13.9,19.11,265.0
Челябинская область,2019,горох,14.5,21.45,311.17
Челябинская область,2020,горох,7.9,26.57,170.92
Челябинская область,2021,горох,10.6,21.76,213.07
Челябинская область,2022,горох,18.47,20.96,387.29
Челябинская область,2023,горох,16.56,38.24,
Челябинская область,2024,горох,11.86,36.39,
Челябинская область,2025,горох,,27.36,
Челябинская область,2000,зерновые и зернобобовые культуры,8.8,1251.46,10507.15
Челябинская область,2001,зерновые и зернобобовые культуры,12.2,1208.62,14038.74
Челябинская область,2002,зерновые и зернобобовые культуры,11.6,1231.73,13512.4
Челябинская область,2003,зерновые и зернобобовые культуры,11.9,1232.98,14501.43
Челябинская область,2004,зерновые и зернобобовые культуры,9.4,1236.74,8129.14
Челябинская область,2005,зерновые и зернобобовые культуры,12.4,1207.04,14765.03
Челябинская область,2006,зерновые и зернобобовые культуры,17.0,1263.13,21205.36
Челябинская область,2007,зерновые и зернобобовые культуры,13.8,1374.14,18855.53
Челябинская область,2008,зерновые и зернобобовые культуры,12.3,1397.84,16880.22
Челябинская область,2009,зерновые и зернобобовые культуры,11.6,1475.34,13621.34
Челябинская область,2010,зерновые и зернобобовые культуры,8.4,1470.89,6917.55
Челябинская область,2011,зерновые и зернобобовые культуры,15.9,1441.05,22189.16
Челябинская область,2012,зерновые и зернобобовые культуры,6.8,1409.44,6886.71
Челябинская область,2013,зерновые и зернобобовые культуры,9.5,1413.16,10314.34
Челябинская область,2014,зерновые и зернобобовые культуры,9.8,1381.16,11395.4
Челябинская область,2015,зерновые и зернобобовые культуры,13.4,1277.85,16978.76
Челябинская область,2016,зерновые и зернобобовые культуры,14.5,1353.36,19477.24
Челябинская область,2017,зерновые и зернобобовые культуры,16.8,1406.1,23072.69
Челябинская область,2018,зерновые и зернобобовые культуры,13.4,1392.02,18503.22
Челябинская область,2019,зерновые и зернобобовые культуры,13.0,1410.14,17775.69
Челябинская область,2020,зерновые и зернобобовые культуры,8.6,1433.35,10081.25
Челябинская область,2021,зерновые и зернобобовые культуры,9.2,1328.62,10853.53
Челябинская область,2022,зерновые и зернобобовые культуры,17.34,1335.52,23076.19
Челябинская область,2023,зерновые и зернобобовые культуры,17.01,1434.46,
Челябинская область,2024,зерновые и зернобобовые культуры,18.11,1366.93,
Челябинская область,2025,зерновые и зернобобовые культуры,,1171.1,
Челябинская область,2000,кабачки,87.7,,
Челябинская область,2001,кабачки,69.0,,
Челябинская область,2002,кабачки,50.8,,
Челябинская область,2003,кабачки,103.0,,
Челябинская область,2004,кабачки,173.4,,
Челябинская область,2005,кабачки,94.4,,
Челябинская область,2006,кабачки,93.0,,
Челябинская область,2000,картофель,80.7,51.99,4169.46
Челябинская область,2001,картофель,124.6,51.3,6363.91
Челябинская область,2002,картофель,100.2,58.85,5879.68
Челябинская область,2003,картофель,121.4,63.93,7757.29
Челябинская область,2004,картофель,89.6,58.65,5203.45
Челябинская область,2005,картофель,145.6,66.56,9691.22
Челябинская область,2006,картофель,199.3,62.23,12396.03
Челябинская область,2007,картофель,148.6,56.84,8440.25
Челябинская область,2008,картофель,154.8,51.47,7969.4
Челябинская область,2009,картофель,168.5,51.87,8694.25
Челябинская область,2010,картофель,103.4,51.18,5244.95
Челябинская область,2011,картофель,185.2,49.75,9207.27
Челябинская область,2012,картофель,103.3,48.31,4891.76
Челябинская область,2013,картофель,142.4,45.13,6270.74
Челябинская область,2014,картофель,169.0,40.78,6871.66
Челябинская область,2015,картофель,170.1,38.17,6451.92
Челябинская область,2016,картофель,172.8,35.26,5969.84
Челябинская область,2017,картофель,172.8,32.74,5648.35
Челябинская область,2018,картофель,182.1,32.04,5819.99
Челябинская область,2019,картофель,174.9,29.17,5068.16
Челябинская область,2020,картофель,157.7,28.16,4288.61
Челябинская область,2021,картофель,149.8,26.87,4019.03
Челябинская область,2022,картофель,165.59,25.35,4189.17
Челябинская область,2023,картофель,172.48,23.78,
Челябинская область,2024,картофель,170.25,21.73,
Челябинская область,2025,картофель,,19.78,
Челябинская область,2000,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2001,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2002,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2003,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2004,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2005,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2006,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2007,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2008,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2009,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2010,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2011,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2012,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2013,конопля среднерусская - в переводе на волокно,,0.0,
Челябинская область,2014,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2015,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2016,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2017,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2018,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2019,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2020,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2021,конопля среднерусская - в переводе на волокно,,1.44,
Челябинская область,2022,конопля среднерусская - в переводе на волокно,3.13,0.01,
Челябинская область,2023,конопля среднерусская - в переводе на волокно,,0.07,
Челябинская область,2024,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2025,конопля среднерусская - в переводе на волокно,,,
Челябинская область,2023,кукуруза на  корм,,18.01,
Челябинская область,2000,кукуруза на зерно,,,
Челябинская область,2001,кукуруза на зерно,,0.0,
Челябинская область,2002,кукуруза на зерно,,,
Челябинская область,2003,кукуруза на зерно,,,
Челябинская область,2004,кукуруза на зерно,,,
Челябинская область,2005,кукуруза на зерно,8.2,0.18,
Челябинская область,2006,кукуруза на зерно,20.0,0.23,
Челябинская область,2007,кукуруза на зерно,19.9,0.14,
Челябинская область,2008,кукуруза на зерно,21.5,0.24,
Челябинская область,2009,кукуруза на зерно,20.6,0.2,
Челябинская область,2010,кукуруза на зерно,17.9,0.08,
Челябинская область,2011,кукуруза на зерно,33.5,1.96,
Челябинская область,2012,кукуруза на зерно,8.5,2.01,
Челябинская область,2013,кукуруза на зерно,19.8,7.44,
Челябинская область,2014,кукуруза на зерно,23.9,5.31,
Челябинская область,2015,кукуруза на зерно,14.7,3.61,
Челябинская область,2016,кукуруза на зерно,25.5,4.53,
Челябинская область,2017,кукуруза на зерно,37.9,3.14,
Челябинская область,2018,кукуруза на зерно,29.6,3.4,
Челябинская область,2019,кукуруза на зерно,19.0,4.36,
Челябинская область,2020,кукуруза на зерно,23.6,3.29,
Челябинская область,2021,кукуруза на зерно,19.3,2.39,
Челябинская область,2022,кукуруза на зерно,41.75,4.73,
Челябинская область,2023,кукуруза на зерно,39.95,6.09,
Челябинская область,2024,кукуруза на зерно,33.86,3.48,
Челябинская область,2025,кукуруза на зерно,,2.74,
Челябинская область,2000,морковь столовая,111.2,,
Челябинская область,2001,морковь столовая,172.6,,
Челябинская область,2002,морковь столовая,177.7,,
Челябинская область,2003,морковь столовая,174.7,,
Челябинская область,2004,морковь столовая,165.9,,
Челябинская область,2005,морковь столовая,170.0,,
Челябинская область,2006,морковь столовая,202.6,,
Челябинская область,2000,огурцы,69.3,,
Челябинская область,2001,огурцы,62.7,,
Челябинская область,2002,огурцы,51.6,,
Челябинская область,2003,огурцы,91.7,,
Челябинская область,2004,огурцы,93.2,,
Челябинская область,2005,огурцы,100.2,,
Челябинская область,2006,огурцы,77.5,,
Челябинская область,2000,озимые зерновые культуры,15.9,17.98,
Челябинская область,2001,озимые зерновые культуры,15.8,32.29,
Челябинская область,2002,озимые зерновые культуры,15.6,39.14,
Челябинская область,2003,озимые зерновые культуры,16.6,20.65,
Челябинская область,2004,озимые зерновые культуры,,17.94,
Челябинская область,2005,озимые зерновые культуры,,18.19,
Челябинская область,2006,озимые зерновые культуры,,7.22,
Челябинская область,2007,озимые зерновые культуры,15.2,9.33,
Челябинская область,2008,озимые зерновые культуры,14.3,11.83,
Челябинская область,2009,озимые зерновые культуры,17.5,8.01,
Челябинская область,2010,озимые зерновые культуры,8.9,9.95,
Челябинская область,2011,озимые зерновые культуры,14.1,10.83,
Челябинская область,2012,озимые зерновые культуры,10.5,5.41,
Челябинская область,2013,озимые зерновые культуры,14.2,6.87,
Челябинская область,2014,озимые зерновые культуры,21.7,5.11,
Челябинская область,2015,озимые зерновые культуры,16.3,9.27,
Челябинская область,2016,озимые зерновые культуры,19.4,15.17,
Челябинская область,2017,озимые зерновые культуры,22.6,18.25,
Челябинская область,2018,озимые зерновые культуры,20.2,22.28,
Челябинская область,2019,озимые зерновые культуры,13.0,21.07,
Челябинская область,2020,озимые зерновые культуры,19.6,11.41,
Челябинская область,2021,озимые зерновые культуры,10.4,22.59,
Челябинская область,2022,озимые зерновые культуры,30.9,18.02,
Челябинская область,2023,озимые зерновые культуры,16.4,17.1,
Челябинская область,2024,озимые зерновые культуры,28.18,12.29,
Челябинская область,2025,озимые зерновые культуры,,16.82,
Челябинская область,2000,подсолнечник,4.8,23.23,
Челябинская область,2001,подсолнечник,2.9,20.14,
Челябинская область,2002,подсолнечник,2.7,7.88,
Челябинская область,2003,подсолнечник,5.5,6.89,
Челябинская область,2004,подсолнечник,5.1,6.22,
Челябинская область,2005,подсолнечник,6.8,5.89,
Челябинская область,2006,подсолнечник,6.6,6.06,
Челябинская область,2007,подсолнечник,9.1,5.38,
Челябинская область,2008,подсолнечник,4.5,9.16,
Челябинская область,2009,подсолнечник,5.8,6.41,
Челябинская область,2010,подсолнечник,8.8,15.13,
Челябинская область,2011,подсолнечник,8.9,34.05,
Челябинская область,2012,подсолнечник,6.5,39.14,
Челябинская область,2013,подсолнечник,9.0,62.53,
Челябинская область,2014,подсолнечник,7.7,59.05,
Челябинская область,2015,подсолнечник,9.1,54.52,
Челябинская область,2016,подсолнечник,10.3,66.29,
Челябинская область,2017,подсолнечник,11.6,71.59,
Челябинская область,2018,подсолнечник,11.6,82.88,
Челябинская область,2019,подсолнечник,10.2,90.9,
Челябинская область,2020,подсолнечник,10.8,71.58,
Челябинская область,2021,подсолнечник,,114.09,
Челябинская область,2022,подсолнечник,9.83,,
Челябинская область,2023,подсолнечник,14.09,130.88,
Челябинская область,2024,подсолнечник,16.53,119.69,
Челябинская область,2000,помидоры,67.8,,
Челябинская область,2001,помидоры,78.0,,
Челябинская область,2002,помидоры,70.7,,
Челябинская область,2003,помидоры,113.8,,
Челябинская область,2004,помидоры,112.1,,
Челябинская область,2005,помидоры,122.5,,
Челябинская область,2006,помидоры,112.1,,
Челябинская область,2000,просо,2.9,8.5,
Челябинская область,2001,просо,2.9,3.63,
Челябинская область,2002,просо,3.4,0.79,
Челябинская область,2003,просо,12.1,0.27,
Челябинская область,2004,просо,3.4,1.57,
Челябинская область,2005,просо,8.6,3.51,
Челябинская область,2006,просо,9.2,0.88,
Челябинская область,2007,просо,12.1,0.21,
Челябинская область,2008,просо,7.7,0.22,
Челябинская область,2009,просо,10.0,0.13,
Челябинская область,2010,просо,5.1,0.94,
Челябинская область,2011,просо,4.5,2.5,
Челябинская область,2012,просо,3.1,1.13,
Челябинская область,2013,просо,8.4,0.28,
Челябинская область,2014,просо,7.0,0.7,
Челябинская область,2015,просо,13.0,0.11,
Челябинская область,2016,просо,8.1,0.32,
Челябинская область,2017,просо,4.2,0.06,
Челябинская область,2018,просо,7.1,0.21,
Челябинская область,2019,просо,7.3,0.08,
Челябинская область,2020,просо,6.5,1.01,
Челябинская область,2021,просо,10.0,0.03,
Челябинская область,2022,просо,7.41,0.71,
Челябинская область,2023,просо,14.74,1.85,
Челябинская область,2024,просо,16.11,2.93,
Челябинская область,2025,просо,,3.74,
Челябинская область,2000,пшеница озимая,16.6,1.87,
Челябинская область,2001,пшеница озимая,16.6,2.94,
Челябинская область,2002,пшеница озимая,18.0,3.13,
Челябинская область,2003,пшеница озимая,17.2,2.57,
Челябинская область,2004,пшеница озимая,10.6,1.85,
Челябинская область,2005,пшеница озимая,16.5,2.01,
Челябинская область,2006,пшеница озимая,12.1,1.37,
Челябинская область,2007,пшеница озимая,13.0,1.36,
Челябинская область,2008,пшеница озимая,9.3,2.41,
Челябинская область,2009,пшеница озимая,18.0,0.87,
Челябинская область,2010,пшеница озимая,9.6,1.08,
Челябинская область,2011,пшеница озимая,18.4,1.13,
Челябинская область,2012,пшеница озимая,8.5,0.38,
Челябинская область,2013,пшеница озимая,20.3,0.54,
Челябинская область,2014,пшеница озимая,24.6,0.87,
Челябинская область,2015,пшеница озимая,16.0,3.95,
Челябинская область,2016,пшеница озимая,21.3,7.19,
Челябинская область,2017,пшеница озимая,23.1,8.63,
Челябинская область,2018,пшеница озимая,21.1,13.8,
Челябинская область,2019,пшеница озимая,13.7,13.81,
Челябинская область,2020,пшеница озимая,18.5,7.13,
Челябинская область,2021,пшеница озимая,11.0,10.76,
Челябинская область,2022,пшеница озимая,27.06,7.32,
Челябинская область,2023,пшеница озимая,15.44,9.64,
Челябинская область,2024,пшеница озимая,30.19,8.88,
Челябинская область,2025,пшеница озимая,,15.97,
Челябинская область,2000,пшеница яровая,9.0,771.18,
Челябинская область,2001,пшеница яровая,12.5,743.22,
Челябинская область,2002,пшеница яровая,11.3,805.57,
Челябинская область,2003,пшеница яровая,11.4,811.78,
Челябинская область,2004,пшеница яровая,9.2,820.97,
Челябинская область,2005,пшеница яровая,12.0,818.96,
Челябинская область,2006,пшеница яровая,16.5,860.09,
Челябинская область,2007,пшеница яровая,13.6,930.44,
Челябинская область,2008,пшеница яровая,12.1,935.1,
Челябинская область,2009,пшеница яровая,10.6,1034.42,
Челябинская область,2010,пшеница яровая,8.7,1008.41,
Челябинская область,2011,пшеница яровая,,985.21,
Челябинская область,2012,пшеница яровая,,955.74,
Челябинская область,2013,пшеница яровая,,985.75,
Челябинская область,2014,пшеница яровая,,947.09,
Челябинская область,2015,пшеница яровая,,841.06,
Челябинская область,2016,пшеница яровая,,911.57,
Челябинская область,2017,пшеница яровая,,946.39,
Челябинская область,2018,пшеница яровая,,871.98,
Челябинская область,2019,пшеница яровая,,862.18,
Челябинская область,2020,пшеница яровая,,890.0,
Челябинская область,2000,сельскохозяйственные организации (все сельхозпредприятия),,,66.06
Челябинская область,2001,сельскохозяйственные организации (все сельхозпредприятия),,,135.37
Челябинская область,2002,сельскохозяйственные организации (все сельхозпредприятия),,,137.34
Челябинская область,2003,сельскохозяйственные организации (все сельхозпредприятия),,,196.93
Челябинская область,2004,сельскохозяйственные организации (все сельхозпредприятия),,,86.01
Челябинская область,2005,сельскохозяйственные организации (все сельхозпредприятия),,,153.73
Челябинская область,2006,сельскохозяйственные организации (все сельхозпредприятия),,,261.12
Челябинская область,2007,сельскохозяйственные организации (все сельхозпредприятия),,,296.01
Челябинская область,2008,сельскохозяйственные организации (все сельхозпредприятия),,,276.06
Челябинская область,2009,сельскохозяйственные организации (все сельхозпредприятия),,,127.98
Челябинская область,2010,сельскохозяйственные организации (все сельхозпредприятия),,,72.47
Челябинская область,2011,сельскохозяйственные организации (все сельхозпредприятия),,,136.78
Челябинская область,2012,сельскохозяйственные организации (все сельхозпредприятия),,,33.58
Челябинская область,2013,сельскохозяйственные организации (все сельхозпредприятия),,,22.48
Челябинская область,2014,сельскохозяйственные организации (все сельхозпредприятия),,,24.61
Челябинская область,2015,сельскохозяйственные организации (все сельхозпредприятия),,,50.87
Челябинская область,2016,сельскохозяйственные организации (все сельхозпредприятия),,,124.96
Челябинская область,2017,сельскохозяйственные организации (все сельхозпредприятия),,,226.7
Челябинская область,2018,сельскохозяйственные организации (все сельхозпредприятия),,,162.07
Челябинская область,2019,сельскохозяйственные организации (все сельхозпредприятия),,,194.5
Челябинская область,2020,сельскохозяйственные организации (все сельхозпредприятия),,,102.62
Челябинская область,2021,сельскохозяйственные организации (все сельхозпредприятия),,,157.65
Челябинская область,2022,сельскохозяйственные организации (все сельхозпредприятия),,,278.73
Чеченская Республика,2000,горох,,,
Чеченская Республика,2001,горох,,,
Чеченская Республика,2002,горох,,,
Чеченская Республика,2003,горох,5.1,0.59,2.29
Чеченская Республика,2004,горох,15.3,0.14,2.11
Чеченская Республика,2005,горох,14.1,0.14,1.96
Чеченская Республика,2006,горох,18.1,0.18,1.52
Чеченская Республика,2007,горох,9.5,0.11,0.13
Чеченская Республика,2008,горох,3.5,0.04,0.13
Чеченская Республика,2009,горох,9.8,0.16,1.57
Чеченская Республика,2010,горох,19.3,0.02,0.39
Чеченская Республика,2011,горох,13.5,0.44,2.89
Чеченская Республика,2012,горох,12.2,0.31,1.65
Чеченская Республика,2013,горох,,0.03,
Чеченская Республика,2014,горох,14.1,0.41,4.38
Чеченская Республика,2015,горох,9.9,0.56,3.18
Чеченская Республика,2016,горох,19.3,1.41,22.75
Чеченская Республика,2017,горох,18.5,1.77,32.75
Чеченская Республика,2018,горох,12.5,13.25,24.72
Чеченская Республика,2019,горох,13.4,12.44,13.89
Чеченская Республика,2020,горох,17.6,0.8,7.57
Чеченская Республика,2021,горох,,1.4,18.75
Чеченская Республика,2022,горох,49.21,8.41,410.92
Чеченская Республика,2023,горох,16.12,11.68,
Чеченская Республика,2024,горох,18.18,4.25,
Чеченская Республика,2025,горох,,3.63,
Чеченская Республика,2000,зерновые и зернобобовые культуры,,,
Чеченская Республика,2001,зерновые и зернобобовые культуры,,,
Чеченская Республика,2002,зерновые и зернобобовые культуры,,,
Чеченская Республика,2003,зерновые и зернобобовые культуры,8.5,133.72,929.93
Чеченская Республика,2004,зерновые и зернобобовые культуры,12.3,108.13,1194.43
Чеченская Республика,2005,зерновые и зернобобовые культуры,11.7,104.67,1160.27
Чеченская Республика,2006,зерновые и зернобобовые культуры,13.2,97.86,1213.45
Чеченская Республика,2007,зерновые и зернобобовые культуры,14.0,95.77,1235.95
Чеченская Республика,2008,зерновые и зернобобовые культуры,16.5,118.27,1819.37
Чеченская Республика,2009,зерновые и зернобобовые культуры,17.0,126.14,1715.0
Чеченская Республика,2010,зерновые и зернобобовые культуры,16.7,100.94,1245.98
Чеченская Республика,2011,зерновые и зернобобовые культуры,20.5,101.26,1839.18
Чеченская Республика,2012,зерновые и зернобобовые культуры,16.0,98.29,905.92
Чеченская Республика,2013,зерновые и зернобобовые культуры,17.7,110.53,1923.6
Чеченская Республика,2014,зерновые и зернобобовые культуры,16.7,136.96,1577.35
Чеченская Республика,2015,зерновые и зернобобовые культуры,19.5,116.15,2158.24
Чеченская Республика,2016,зерновые и зернобобовые культуры,24.3,147.61,3042.58
Чеченская Республика,2017,зерновые и зернобобовые культуры,26.0,166.22,4219.78
Чеченская Республика,2018,зерновые и зернобобовые культуры,24.7,171.79,2683.96
Чеченская Республика,2019,зерновые и зернобобовые культуры,18.2,179.16,1777.04
Чеченская Республика,2020,зерновые и зернобобовые культуры,25.3,196.62,4612.47
Чеченская Республика,2021,зерновые и зернобобовые культуры,24.2,211.76,4988.67
Чеченская Республика,2022,зерновые и зернобобовые культуры,30.41,183.42,5337.67
Чеченская Республика,2023,зерновые и зернобобовые культуры,28.98,193.35,
Чеченская Республика,2024,зерновые и зернобобовые культуры,28.64,204.95,
Чеченская Республика,2025,зерновые и зернобобовые культуры,,187.06,
Чеченская Республика,2000,кабачки,,,
Чеченская Республика,2001,кабачки,,,
Чеченская Республика,2002,кабачки,,,
Чеченская Республика,2003,кабачки,22.9,,
Чеченская Республика,2004,кабачки,17.0,,
Чеченская Республика,2005,кабачки,25.0,,
Чеченская Республика,2006,кабачки,40.0,,
Чеченская Республика,2000,картофель,,,
Чеченская Республика,2001,картофель,,,
Чеченская Республика,2002,картофель,,,
Чеченская Республика,2003,картофель,24.8,2.5,61.2
Чеченская Республика,2004,картофель,64.3,3.15,201.23
Чеченская Республика,2005,картофель,66.4,2.99,197.17
Чеченская Республика,2006,картофель,62.3,2.85,177.49
Чеченская Республика,2007,картофель,61.2,2.94,178.11
Чеченская Республика,2008,картофель,63.7,2.96,188.47
Чеченская Республика,2009,картофель,67.8,3.07,202.8
Чеченская Республика,2010,картофель,71.7,3.17,218.29
Чеченская Республика,2011,картофель,72.8,4.09,221.76
Чеченская Республика,2012,картофель,70.9,4.7,240.12
Чеченская Республика,2013,картофель,77.3,4.13,314.8
Чеченская Республика,2014,картофель,90.9,4.31,319.87
Чеченская Республика,2015,картофель,107.2,3.94,367.05
Чеченская Республика,2016,картофель,98.4,3.67,338.98
Чеченская Республика,2017,картофель,98.3,3.95,385.01
Чеченская Республика,2018,картофель,100.4,5.33,320.98
Чеченская Республика,2019,картофель,99.9,5.77,326.52
Чеченская Республика,2020,картофель,94.5,4.21,387.29
Чеченская Республика,2021,картофель,107.5,3.93,422.37
Чеченская Республика,2022,картофель,101.8,4.39,440.9
Чеченская Республика,2023,картофель,97.8,4.52,
Чеченская Республика,2024,картофель,93.09,4.79,
Чеченская Республика,2025,картофель,,4.72,
Чеченская Республика,2000,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2001,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2002,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2003,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2004,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2005,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2006,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2007,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2008,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2009,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2010,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2011,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2012,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2013,конопля среднерусская - в переводе на волокно,,0.0,
Чеченская Республика,2014,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2015,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2016,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2017,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2018,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2019,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2020,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2021,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2022,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2023,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2024,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2025,конопля среднерусская - в переводе на волокно,,,
Чеченская Республика,2023,кукуруза на  корм,,3.45,
Чеченская Республика,2000,кукуруза на зерно,,,
Чеченская Республика,2001,кукуруза на зерно,,,
Чеченская Республика,2002,кукуруза на зерно,,,
Чеченская Республика,2003,кукуруза на зерно,7.8,6.59,
Чеченская Республика,2004,кукуруза на зерно,12.6,8.73,
Чеченская Республика,2005,кукуруза на зерно,12.7,4.97,
Чеченская Республика,2006,кукуруза на зерно,11.7,4.37,
Чеченская Республика,2007,кукуруза на зерно,11.9,3.95,
Чеченская Республика,2008,кукуруза на зерно,14.9,4.27,
Чеченская Республика,2009,кукуруза на зерно,15.8,4.87,
Чеченская Республика,2010,кукуруза на зерно,15.9,5.05,
Чеченская Республика,2011,кукуруза на зерно,15.5,7.55,
Чеченская Республика,2012,кукуруза на зерно,15.6,5.91,
Чеченская Республика,2013,кукуруза на зерно,16.0,7.68,
Чеченская Республика,2014,кукуруза на зерно,16.2,6.48,
Чеченская Республика,2015,кукуруза на зерно,19.8,7.33,
Чеченская Республика,2016,кукуруза на зерно,23.2,11.15,
Чеченская Республика,2017,кукуруза на зерно,22.0,15.49,
Чеченская Республика,2018,кукуруза на зерно,19.8,13.0,
Чеченская Республика,2019,кукуруза на зерно,17.8,19.2,
Чеченская Республика,2020,кукуруза на зерно,15.8,13.31,
Чеченская Республика,2021,кукуруза на зерно,34.9,11.24,
Чеченская Республика,2022,кукуруза на зерно,54.09,15.01,
Чеченская Республика,2023,кукуруза на зерно,36.41,18.82,
Чеченская Республика,2024,кукуруза на зерно,35.44,17.3,
Чеченская Республика,2025,кукуруза на зерно,,23.8,
Чеченская Республика,2000,морковь столовая,,,
Чеченская Республика,2001,морковь столовая,,,
Чеченская Республика,2002,морковь столовая,,,
Чеченская Республика,2003,морковь столовая,17.5,,
Чеченская Республика,2004,морковь столовая,35.1,,
Чеченская Республика,2005,морковь столовая,41.6,,
Чеченская Республика,2006,морковь столовая,43.9,,
Чеченская Республика,2000,огурцы,,,
Чеченская Республика,2001,огурцы,,,
Чеченская Республика,2002,огурцы,,,
Чеченская Республика,2003,огурцы,22.4,,
Чеченская Республика,2004,огурцы,46.4,,
Чеченская Республика,2005,огурцы,45.0,,
Чеченская Республика,2006,огурцы,45.9,,
Чеченская Республика,2000,озимые зерновые культуры,,,
Чеченская Республика,2001,озимые зерновые культуры,,,
Чеченская Республика,2002,озимые зерновые культуры,,,
Чеченская Республика,2003,озимые зерновые культуры,,92.5,
Чеченская Республика,2004,озимые зерновые культуры,,65.43,
Чеченская Республика,2005,озимые зерновые культуры,,74.89,
Чеченская Республика,2006,озимые зерновые культуры,,75.98,
Чеченская Республика,2007,озимые зерновые культуры,15.2,65.89,
Чеченская Республика,2008,озимые зерновые культуры,17.1,85.27,
Чеченская Республика,2009,озимые зерновые культуры,17.8,86.38,
Чеченская Республика,2010,озимые зерновые культуры,17.6,69.36,
Чеченская Республика,2011,озимые зерновые культуры,21.7,75.36,
Чеченская Республика,2012,озимые зерновые культуры,17.4,57.48,
Чеченская Республика,2013,озимые зерновые культуры,18.9,80.07,
Чеченская Республика,2014,озимые зерновые культуры,17.7,101.37,
Чеченская Республика,2015,озимые зерновые культуры,20.9,81.72,
Чеченская Республика,2016,озимые зерновые культуры,25.9,101.58,
Чеченская Республика,2017,озимые зерновые культуры,27.6,116.69,
Чеченская Республика,2018,озимые зерновые культуры,25.9,104.67,
Чеченская Республика,2019,озимые зерновые культуры,19.2,76.8,
Чеченская Республика,2020,озимые зерновые культуры,26.3,150.66,
Чеченская Республика,2021,озимые зерновые культуры,24.8,155.79,
Чеченская Республика,2022,озимые зерновые культуры,27.93,125.52,
Чеченская Республика,2023,озимые зерновые культуры,29.18,135.05,
Чеченская Республика,2024,озимые зерновые культуры,28.98,144.82,
Чеченская Республика,2025,озимые зерновые культуры,,140.39,
Чеченская Республика,2000,подсолнечник,,,
Чеченская Республика,2001,подсолнечник,,,
Чеченская Республика,2002,подсолнечник,,,
